raw_type,n_neurons,resolved_type,dominant_nt,param_source,fallback_target,gNa_mS_cm2,gK_mS_cm2,gLeak_mS_cm2,eNa_mV,eK_mV,eLeak_mV,n_compartment_solver_mean,n_swc_nodes_mean
MTe45,1,MTe45,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,160.0,2725.0
MTe48,1,MTe48,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,66.0,2130.0
MTe49,1,MTe49,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,154.0,2866.0
Nod2,1,Nod2,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,3383.0
Nod3,1,Nod3,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,4985.0
Nod5,1,Nod5,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,380.0,3828.0
OA-AL2i1,1,OA-AL2i1,oct,nt:oct,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,486.0,2000.0
OA-AL2i4,1,OA-AL2i4,oct,nt:oct,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,446.0,912.0
OLVC7,1,OLVC7,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,6.0,625.0
PLP020,1,PLP020,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,280.0,2204.0
PLP022,1,PLP022,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,186.0,3677.0
PLP023,1,PLP023,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,152.0,2168.0
PLP032,1,PLP032,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,308.0,5176.0
PLP035,1,PLP035,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,5145.0
PLP036,1,PLP036,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,124.0,1635.0
PLP037b,1,PLP037b,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,124.0,2046.0
PLP051,1,PLP051,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,3732.0
PLP068,1,PLP068,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,48.0,1325.0
PLP081,1,PLP081,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,260.0,5861.0
PLP103b,1,PLP103b,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,70.0,2079.0
PLP104,1,PLP104,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,68.0,1941.0
PLP150a,1,PLP150a,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,68.0,2757.0
PLP155,1,PLP155,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,50.0,2521.0
PLP163,1,PLP163,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,122.0,5112.0
PLP177,1,PLP177,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,280.0,3212.0
PLP185,1,PLP185,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,52.0,1938.0
PLP215,1,PLP215,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,132.0,1934.0
PLP239,1,PLP239,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,130.0,2212.0
PLP248,1,PLP248,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,3551.0
PLP249,1,PLP249,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,4781.0
PLP251,1,PLP251,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,250.0,2946.0
PLP252,1,PLP252,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,230.0,3759.0
Pm13,1,Pm13,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,24.0,8982.0
Sm37,1,Sm37,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,156.0,1699.0
Sm39,1,Sm39,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,16.0,4602.0
Sm41,1,Sm41,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2190.0,14352.0
Sm42,1,Sm42,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2634.0,19064.0
VCH,1,VCH,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,216.0,3596.0
VS1,1,VS1,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,296.0,2246.0
VS2,1,VS2,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,386.0,1840.0
VS3,1,VS3,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,310.0,1718.0
VS4,1,VS4,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,174.0,1172.0
VS5,1,VS5,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,989.0
VS6,1,VS6,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,138.0,1001.0
VS7,1,VS7,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,160.0,1254.0
VS8,1,VS8,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,1537.0
aMe15,1,aMe15,unknown,nt:unknown,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,2.0,2508.0
aMe17a1,1,aMe17a1,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,280.0,1767.0
aMe17a2,1,aMe17a2,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,126.0,365.0
aMe20,1,aMe20,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,10.0,5240.0
aMe22,1,aMe22,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,100.0,2873.0
aMe24,1,aMe24,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,286.0,2648.0
aMe25,1,aMe25,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,198.0,2744.0
aMe3,1,aMe3,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,122.0,1886.0
aMe6a,1,aMe6a,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,128.0,2380.0
cL05,1,cL05,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,18.0,4547.0
cL06,1,cL06,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,378.0,2774.0
cL07,1,cL07,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,236.0,3248.0
cL08,1,cL08,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,324.0,3731.0
cL09,1,cL09,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,2866.0
cL10,1,cL10,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,2.0,3706.0
cL11,1,cL11,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,5124.0
cL12,1,cL12,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,348.0,2711.0
cL13,1,cL13,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,4612.0
cL14,1,cL14,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,476.0,3898.0
cL15,1,cL15,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,318.0,2868.0
cL20,1,cL20,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,680.0,4266.0
cL22a,1,cL22a,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,18.0,4315.0
cL22b,1,cL22b,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,86.0,5642.0
cL22c,1,cL22c,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,524.0,4354.0
cLLPM02,1,cLLPM02,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,374.0,2961.0
cLM01,1,cLM01,da,nt:da,,2.9999998,1.9999999,1.4999999,50.0,-77.0,-50.0,72.0,277.0
cLP04,1,cLP04,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,1746.0
cLP05,1,cLP05,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,252.0,2176.0
cLPL01,1,cLPL01,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,48.0,865.0
cM01a,1,cM01a,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2828.0
cM01b,1,cM01b,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,314.0,2992.0
cM01c,1,cM01c,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,324.0,2977.0
cM02a,1,cM02a,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2716.0
cM02b,1,cM02b,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,242.0,2627.0
cM05,1,cM05,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,568.0,3598.0
cM06,1,cM06,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,1924.0
cM07,1,cM07,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,18.0,5127.0
cM10,1,cM10,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,312.0,4126.0
cM12,1,cM12,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,198.0,2899.0
cM13,1,cM13,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2725.0
cM14,1,cM14,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,2.0,2764.0
cM15,1,cM15,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,82.0,6461.0
cM16,1,cM16,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,74.0,4221.0
cM17,1,cM17,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,82.0,3724.0
cM18,1,cM18,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,122.0,1121.0
cML01,1,cML01,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,814.0,9010.0
cML02,1,cML02,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,86.0,1917.0
cMLLP01,1,cMLLP01,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,10.0,6088.0
l-CPDN3,1,l-CPDN3,acetylcholine,nt:acetylcholine,,3.5000007,1.8999997,1.4999999,50.0,-77.0,-48.0,6.0,2843.0
mALC3,1,mALC3,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,2.0,4177.0
mALC4,1,mALC4,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,6.0,3615.0
mALC5,1,mALC5,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,214.0,481.0
mALD1,1,mALD1,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,54.0,6103.0
mALD2,1,mALD2,gaba,nt:gaba,,2.5,2.1999998,1.7999998,50.0,-77.0,-52.0,332.0,7297.0
vCal1,1,vCal1,glutamate,nt:glutamate,,2.9999998,1.9999999,1.5999998,50.0,-77.0,-50.0,6.0,2709.0
